Player,Post_Ups
Damian Lillard,0.1
Damion Lee,0.0
Damyean Dotson,0.0
Daniel Hamilton,0.0
Daniel Theis,0.3
Danilo Gallinari,3.0
Danny Green,0.5
Dante Cunningham,0.0
Dante Exum,0.0
Danuel House Jr.,0.0
Dario Saric,1.8
Darius Miller,0.0
Darren Collison,0.3
Daryl Macon,0.0
David Nwaba,0.3
Davis Bertans,0.1
Davon Reed,0.0
De'Aaron Fox,0.1
De'Anthony Melton,0.0
DeAndre Jordan,2.0
DeAndre' Bembry,0.0
DeMar DeRozan,2.4
DeMarcus Cousins,7.2
DeMarre Carroll,0.1
DeVaughn Akoon-Purcell,0.0
Deandre Ayton,5.8
Delon Wright,0.1
Demetrius Jackson,0.0
Deng Adel,0.0
Dennis Schroder,0.0
Dennis Smith Jr.,0.2
Deonte Burton,0.0
Derrick Favors,1.1
Derrick Jones Jr.,0.1
Derrick Rose,0.1
Derrick White,0.0
Devin Booker,1.3
Devin Harris,0.0
Devin Robinson,0.3
Devonte' Graham,0.0
Dewayne Dedmon,0.7
Deyonta Davis,0.0
Dillon Brooks,0.0
Dion Waiters,0.0
Dirk Nowitzki,2.0
Domantas Sabonis,4.4
Donatas Motiejunas,0.3
Donovan Mitchell,0.1
Donte DiVincenzo,0.0
Donte Grantham,0.0
Dorian Finney-Smith,0.2
Doug McDermott,0.0
Dragan Bender,0.7
Draymond Green,4.2
Drew Eubanks,1.3
Duncan Robinson,0.0
Dusty Hannahs,0.0
Dwayne Bacon,0.0
Dwight Howard,3.3
Dwight Powell,0.3
Dwyane Wade,1.6
Dzanan Musa,0.0
E'Twaun Moore,0.1
Ed Davis,0.1
Edmond Sumner,0.0
Ekpe Udoh,0.4
Elfrid Payton,0.3
Elie Okobo,0.0
Emanuel Terry,0.3
Emmanuel Mudiay,0.2
Enes Kanter,6.6
Eric Bledsoe,0.1
Eric Gordon,0.1
Eric Moreland,0.6
Ersan Ilyasova,0.4
Evan Fournier,0.1
Evan Turner,1.8
Frank Jackson,0.0
Frank Kaminsky,0.7
Frank Mason,0.0
Frank Ntilikina,0.1
Fred VanVleet,0.0
Furkan Korkmaz,0.0
Garrett Temple,0.0
Gary Clark,0.0
Gary Harris,0.0
Gary Payton II,0.0
Gary Trent Jr.,0.5
George Hill,0.1
George King,0.0
Georges Niang,0.1
Gerald Green,0.0
Giannis Antetokounmpo,4.6
Glenn Robinson III,0.0
Goran Dragic,0.1
Gordon Hayward,0.3
Gorgui Dieng,0.6
Grayson Allen,0.0
Greg Monroe,1.9
Guerschon Yabusele,0.9
Hamidou Diallo,0.0
Harrison Barnes,3.3
Harry Giles III,2.8
Hassan Whiteside,2.8
Haywood Highsmith,0.0
Henry Ellenson,0.8
Ian Clark,0.1
Ian Mahinmi,0.3
Ike Anigbogu,0.0
Iman Shumpert,0.2
Isaac Bonga,0.1
Isaac Humphries,0.0
Isaiah Briscoe,0.0
Isaiah Canaan,0.1
Isaiah Hartenstein,0.1
Isaiah Hicks,2.0
Isaiah Thomas,0.0
Ish Smith,0.0
Ivan Rabb,1.7
Ivica Zubac,1.7
J.J. Barea,0.0
J.P. Macura,0.0
JJ Redick,0.0
JR Smith,0.2
JaKarr Sampson,0.8
JaMychal Green,1.7
JaVale McGee,1.4
Jabari Parker,2.7
Jacob Evans,0.0
Jae Crowder,0.2
Jahlil Okafor,3.2
Jake Layman,0.3
Jakob Poeltl,1.1
Jalen Brunson,0.2
Jalen Jones,0.1
Jamal Crawford,0.0
Jamal Murray,0.3
James Ennis III,0.0
James Harden,1.1
James Johnson,0.5
James Nunnally,0.0
Jared Dudley,0.2
Jared Terrell,0.0
Jarell Martin,0.2
Jaren Jackson Jr.,4.6
Jaron Blossomgame,0.1
Jarred Vanderbilt,0.1
Jarrett Allen,0.3
Jason Smith,0.2
Jawun Evans,0.0
Jaylen Adams,0.0
Jaylen Brown,1.2
Jaylen Morris,0.0
Jayson Tatum,1.5
Jeff Green,1.2
Jeff Teague,0.1
Jemerrio Jones,0.0
Jerami Grant,1.4
Jeremy Lamb,0.1
Jeremy Lin,0.1
Jerian Grant,0.0
Jerome Robinson,0.0
Jerryd Bayless,0.0
Jevon Carter,0.0
Jimmer Fredette,0.2
Jimmy Butler,1.7
Joakim Noah,1.6
Jodie Meeks,0.0
Joe Chealey,0.0
Joe Harris,0.0
Joe Ingles,0.1
Joel Embiid,10.2
John Collins,2.5
John Henson,0.4
John Holland,0.0
John Jenkins,0.0
John Wall,0.4
Johnathan Motley,1.0
Johnathan Williams,0.4
Jon Leuer,0.7
Jonah Bolden,0.1
Jonas Jerebko,0.5
Jonas Valanciunas,4.8
Jonathan Isaac,0.4
Jonathon Simmons,0.3
Jordan Bell,0.9
Jordan Clarkson,0.4
Jordan Loyd,0.0
Jordan McRae,0.0
Jordan Sibert,0.0
Jose Calderon,0.0
Josh Hart,0.0
Josh Jackson,0.2
Josh Okogie,0.0
Josh Richardson,0.2
Jrue Holiday,0.5
Juancho Hernangomez,0.3
Julian Washburn,0.0
Julius Randle,5.2
Justin Anderson,0.0
Justin Holiday,0.0
Justin Jackson,0.2
Justin Patton,0.0
Justise Winslow,0.3
Jusuf Nurkic,4.4
Kadeem Allen,0.0
Kalin Lucas,0.0
Karl-Anthony Towns,12.9
Kawhi Leonard,4.0
Keita Bates-Diop,0.1
Kelly Olynyk,1.2
Kelly Oubre Jr.,0.1
Kemba Walker,0.0
Kenneth Faried,0.4
Kenrich Williams,0.1
Kent Bazemore,0.0
Kentavious Caldwell-Pope,0.0
Kevin Durant,6.3
Kevin Huerter,0.0
Kevin Knox II,0.3
Kevin Love,5.6
Kevon Looney,1.0
Khem Birch,0.4
Khris Middleton,2.0
Khyri Thomas,0.0
Klay Thompson,1.3
Kobi Simmons,0.0
Kosta Koufos,1.2
Kostas Antetokounmpo,2.5
Kris Dunn,0.5
Kyle Anderson,0.3
Kyle Korver,0.0
Kyle Kuzma,2.1
Kyle Lowry,0.1
Kyle O'Quinn,0.5
Kyrie Irving,0.7
LaMarcus Aldridge,12.4
Lance Stephenson,0.1
Lance Thomas,0.6
Landry Shamet,0.0
Langston Galloway,0.0
Larry Nance Jr.,2.1
Lauri Markkanen,2.5
LeBron James,2.9
Lonnie Walker IV,0.0
Lonzo Ball,0.5
Lorenzo Brown,0.0
Lou Williams,0.0
Luc Mbah a Moute,0.0
Luka Doncic,1.7
Luke Kennard,0.0
Luke Kornet,0.9
Luol Deng,1.2
Malachi Richardson,0.0
Malcolm Brogdon,0.2
Malcolm Miller,0.0
Malik Beasley,0.0
Malik Monk,0.0
MarShon Brooks,0.0
Marc Gasol,6.5
Marcin Gortat,1.2
Marco Belinelli,0.1
Marcus Derrickson,0.9
Marcus Morris Sr.,1.5
Marcus Smart,1.0
Mario Hezonja,0.2
Markelle Fultz,0.2
Markieff Morris,2.9
Marquese Chriss,0.4
Marvin Bagley III,5.5
Marvin Williams,1.1
Mason Plumlee,3.3
Matthew Dellavedova,0.3
Maurice Harkless,1.5
Maxi Kleber,0.6
Melvin Frazier Jr.,0.0
Meyers Leonard,0.6
Michael Beasley,1.4
Michael Carter-Williams,0.1
Michael Kidd-Gilchrist,0.4
Mikal Bridges,0.2
Mike Conley,0.1
Mike Muscala,0.3
Mike Scott,0.5
Miles Bridges,0.6
Miles Plumlee,0.2
Milos Teodosic,0.0
Mitchell Creek,0.2
Mitchell Robinson,0.4
Mo Bamba,1.0
Monte Morris,0.1
Montrezl Harrell,3.9
Moritz Wagner,0.7
Myles Turner,2.3
Naz Mitrou-Long,0.0
Nemanja Bjelica,1.0
Nene,0.4
Nerlens Noel,0.1
Nick Young,0.0
Nicolas Batum,0.2
Nik Stauskas,0.0
Nikola Jokic,7.7
Nikola Mirotic,1.7
Nikola Vucevic,9.2
Noah Vonleh,2.7
Norman Powell,0.0
OG Anunoby,0.3
Okaro White,0.0
Omari Spellman,0.2
Omri Casspi,0.3
Otto Porter Jr.,0.8
P.J. Tucker,0.1
PJ Dozier,0.0
Pascal Siakam,2.3
Pat Connaughton,0.0
Patrick Beverley,0.0
Patrick McCaw,0.0
Patrick Patterson,0.4
Patty Mills,0.0
Pau Gasol,1.5
Paul George,1.5
Paul Millsap,3.2
Quincy Acy,0.1
Quincy Pondexter,0.0
Quinn Cook,0.0
RJ Hunter,0.0
Rajon Rondo,0.1
Raul Neto,0.0
Rawle Alkins,0.0
Ray Spalding,0.1
Raymond Felton,0.0
Reggie Bullock,0.0
Reggie Jackson,0.2
Richaun Holmes,0.6
Ricky Rubio,0.0
Robert Covington,0.1
Robert Williams III,0.2
Robin Lopez,4.0
Rodions Kurucs,0.1
Rodney Hood,0.6
Rodney McGruder,0.0
Ron Baker,0.0
Rondae Hollis-Jefferson,1.7
Royce O'Neale,0.0
Rudy Gay,2.4
Rudy Gobert,0.7
Russell Westbrook,1.8
Ryan Anderson,0.4
Ryan Arcidiacono,0.0
Ryan Broekhoff,0.0
Salah Mejri,0.1
Sam Dekker,0.2
Scott Machado,0.0
Semi Ojeleye,0.1
Serge Ibaka,2.0
Seth Curry,0.0
Shabazz Napier,0.0
Shai Gilgeous-Alexander,0.2
Shake Milton,0.0
Shaquille Harrison,0.1
Shaun Livingston,1.1
Shelvin Mack,0.1
Sindarius Thornwell,0.0
Skal Labissiere,1.0
Solomon Hill,0.2
Spencer Dinwiddie,0.0
Stanley Johnson,0.2
Stephen Curry,0.3
Sterling Brown,0.1
Steven Adams,5.0
Svi Mykhailiuk,0.0
T.J. Leaf,0.6
T.J. McConnell,0.0
T.J. Warren,0.7
Tahjere McCall,0.0
Taj Gibson,3.0
Taurean Prince,0.1
Terrance Ferguson,0.0
Terrence Jones,0.0
Terrence Ross,0.0
Terry Rozier,0.0
Thabo Sefolosha,0.1
Thaddeus Young,5.1
Theo Pinson,0.0
Thomas Bryant,0.6
Thomas Welsh,0.2
Thon Maker,0.2
Tim Frazier,0.0
Tim Hardaway Jr.,0.4
Timothe Luwawu-Cabarrot,0.0
Tobias Harris,2.1
Tomas Satoransky,0.2
Tony Bradley,0.0
Tony Parker,0.0
Tony Snell,0.0
Torrey Craig,0.1
Trae Young,0.0
Treveon Graham,0.1
Trevon Duval,0.0
Trevor Ariza,0.6
Trey Burke,0.1
Trey Lyles,1.6
Tristan Thompson,3.1
Troy Brown Jr.,0.0
Troy Caupain,0.0
Troy Daniels,0.0
Troy Williams,0.0
Tyler Cavanaugh,0.1
Tyler Davis,0.0
Tyler Dorsey,0.0
Tyler Johnson,0.0
Tyler Lydon,0.0
Tyler Ulis,0.0
Tyler Zeller,0.7
Tyreke Evans,0.3
Tyrone Wallace,0.1
Tyson Chandler,0.1
Tyus Jones,0.0
Udonis Haslem,0.8
Victor Oladipo,0.0
Vince Carter,0.6
Vincent Edwards,0.0
Wade Baldwin IV,0.1
Walt Lemon Jr.,0.0
Wayne Ellington,0.0
Wayne Selden,0.1
Wendell Carter Jr.,3.1
Wes Iwundu,0.0
Wesley Johnson,0.0
Wesley Matthews,2.7
Will Barton,0.2
Willie Cauley-Stein,2.9
Willy Hernangomez,1.2
Wilson Chandler,0.5
Yante Maten,0.0
Yogi Ferrell,0.0
Yuta Watanabe,0.2
Zach Collins,1.7
Zach LaVine,0.5
Zach Lofton,0.0
Zaza Pachulia,1.0
Zhaire Smith,0.0
Zhou Qi,0.0
